x 	 y 	 te 	 ti 	 na0 	 na1 	 po 	 ua0 	 ua1
1.29	-0.49	0	0	0	0	0	0	0
1.3	-0.49	0	0	0	0	0	0	0
1.31	-0.49	0	0	0	0	0	0	0
1.32	-0.49	0	0	0	0	0	0	0
1.33	-0.49	0	0	0	0	0	0	0
1.34	-0.49	0	0	0	0	0	0	0
1.35	-0.49	0	0	0	0	0	0	0
1.36	-0.49	0	0	0	0	0	0	0
1.37	-0.49	0	0	0	0	0	0	0
1.38	-0.49	0	0	0	0	0	0	0
1.39	-0.49	0	0	0	0	0	0	0
1.4	-0.49	0	0	0	0	0	0	0
0.2	-0.48	0	0	0	0	0	0	0
0.21	-0.48	0	0	0	0	0	0	0
0.22	-0.48	0	0	0	0	0	0	0
0.23	-0.48	0	0	0	0	0	0	0
0.24	-0.48	0	0	0	0	0	0	0
0.25	-0.48	0	0	0	0	0	0	0
0.26	-0.48	0	0	0	0	0	0	0
0.27	-0.48	0	0	0	0	0	0	0
0.28	-0.48	0	0	0	0	0	0	0
0.29	-0.48	0	0	0	0	0	0	0
0.3	-0.48	0	0	0	0	0	0	0
0.31	-0.48	0	0	0	0	0	0	0
0.32	-0.48	0	0	0	0	0	0	0
0.33	-0.48	8.16067e-019	1.25714e-018	4.08718e+016	1.99254e+018	7.93708	-60.836	-6525.53
0.34	-0.48	9.3374e-019	1.31068e-018	3.92739e+016	2.79994e+018	8.85926	-91.5957	-6360.99
0.35	-0.48	1.09217e-018	1.3964e-018	3.69563e+016	3.99577e+018	10.2066	-132.898	-6095.8
0.36	-0.48	1.28881e-018	1.52053e-018	3.39945e+016	5.58818e+018	11.9433	-181.396	-5709.95
0.37	-0.48	1.51809e-018	1.68609e-018	3.06246e+016	7.52484e+018	13.8645	-231.7	-5199.41
0.38	-0.48	1.78152e-018	1.89953e-018	2.70493e+016	9.77966e+018	15.6394	-280.305	-4570.14
0.39	-0.48	2.09171e-018	2.1765e-018	2.33221e+016	1.24049e+019	16.8661	-327.271	-3836.26
0.4	-0.48	2.46574e-018	2.53873e-018	1.94207e+016	1.54832e+019	17.0984	-374.804	-3033.11
0.41	-0.48	2.91117e-018	2.99969e-018	1.54112e+016	1.90052e+019	15.9451	-424.747	-2231.87
0.42	-0.48	3.41262e-018	3.54548e-018	1.15565e+016	2.27597e+019	13.2974	-476.632	-1528.92
0.43	-0.48	3.93507e-018	4.13189e-018	8.22722e+015	2.63791e+019	9.49831	-527.682	-998.78
0.44	-0.48	4.44796e-018	4.71017e-018	5.66061e+015	2.95533e+019	5.16818	-574.53	-653.103
0.45	-0.48	4.94405e-018	5.25515e-018	3.84148e+015	3.21807e+019	0.829309	-613.481	-453.31
0.46	-0.48	5.43249e-018	5.76524e-018	2.60384e+015	3.4312e+019	-3.25292	-638.015	-352.027
0.47	-0.48	5.91667e-018	6.24145e-018	1.77516e+015	3.60197e+019	-6.94887	-638.046	-314.739
0.48	-0.48	6.37782e-018	6.67047e-018	1.2334e+015	3.73377e+019	-10.1167	-606.051	-317.981
0.49	-0.48	6.78128e-018	7.0289e-018	8.95647e+014	3.82873e+019	-12.6132	-545.661	-343.384
0.5	-0.48	7.10142e-018	7.30288e-018	6.96851e+014	3.89201e+019	-14.4045	-470.901	-376.94
0.51	-0.48	7.33653e-018	7.49789e-018	5.84881e+014	3.93168e+019	-15.5949	-396.402	-410.301
0.52	-0.48	7.50198e-018	7.63141e-018	5.22953e+014	3.95579e+019	-16.3496	-330.576	-440.03
0.53	-0.48	7.61723e-018	7.72211e-018	4.88501e+014	3.9704e+019	-16.8189	-275.788	-465.474
0.54	-0.48	7.69853e-018	7.78461e-018	4.68883e+014	3.9794e+019	-17.1108	-231.201	-487.06
0.55	-0.48	7.7574e-018	7.8289e-018	4.57251e+014	3.9851e+019	-17.2945	-194.979	-505.461
0.56	-0.48	7.80148e-018	7.86143e-018	4.49681e+014	3.98884e+019	-17.4127	-165.317	-521.323
0.57	-0.48	7.8358e-018	7.88641e-018	4.43002e+014	3.9914e+019	-17.4912	-140.79	-535.294
0.58	-0.48	7.86413e-018	7.90699e-018	4.31839e+014	3.99323e+019	-17.5467	-120.407	-548.28
0.59	-0.48	7.88991e-018	7.92613e-018	4.03956e+014	3.99463e+019	-17.5912	-103.554	-561.801
0.6	-0.48	7.91487e-018	7.94521e-018	3.47987e+014	3.99574e+019	-17.6305	-89.51	-576.583
0.61	-0.48	7.9351e-018	7.96039e-018	2.90211e+014	3.99658e+019	-17.6584	-76.9966	-588.959
0.62	-0.48	7.94827e-018	7.96945e-018	2.61034e+014	3.99719e+019	-17.6727	-65.541	-596.436
0.63	-0.48	7.95724e-018	7.97506e-018	2.51358e+014	3.99765e+019	-17.6801	-55.4527	-601.031
0.64	-0.48	7.96418e-018	7.97919e-018	2.48564e+014	3.99803e+019	-17.6849	-46.791	-604.4
0.65	-0.48	7.9699e-018	7.98254e-018	2.47741e+014	3.99835e+019	-17.6886	-39.4193	-607.131
0.66	-0.48	7.9747e-018	7.98533e-018	2.47459e+014	3.99861e+019	-17.6915	-33.1673	-609.418
0.67	-0.48	7.97875e-018	7.98768e-018	2.4733e+014	3.99884e+019	-17.6939	-27.8767	-611.347
0.68	-0.48	7.98216e-018	7.98966e-018	2.47251e+014	3.99902e+019	-17.6959	-23.408	-612.977
0.69	-0.48	7.98504e-018	7.99133e-018	2.47192e+014	3.99918e+019	-17.6976	-19.6394	-614.351
0.7	-0.48	7.98746e-018	7.99274e-018	2.47145e+014	3.99932e+019	-17.699	-16.4659	-615.509
0.71	-0.48	7.9895e-018	7.99391e-018	2.47106e+014	3.99943e+019	-17.7002	-13.7968	-616.483
0.72	-0.48	7.9912e-018	7.9949e-018	2.47072e+014	3.99952e+019	-17.7012	-11.5543	-617.301
0.73	-0.48	7.99264e-018	7.99574e-018	2.47034e+014	3.9996e+019	-17.702	-9.67167	-617.987
0.74	-0.48	7.99384e-018	7.99643e-018	2.46946e+014	3.99966e+019	-17.7027	-8.0905	-618.556
0.75	-0.48	7.99486e-018	7.99702e-018	2.46546e+014	3.99972e+019	-17.7033	-6.75446	-619
0.76	-0.48	7.99575e-018	7.99754e-018	2.44349e+014	3.99977e+019	-17.7039	-5.58379	-619.17
0.77	-0.48	7.99664e-018	7.99806e-018	2.35556e+014	3.99982e+019	-17.7052	-4.34128	-618.303
0.78	-0.48	7.98916e-018	7.99395e-018	7.22698e+014	3.99934e+019	-17.712	2.27552	-629.605
0.79	-0.48	7.98692e-018	7.9927e-018	7.95042e+014	3.9992e+019	-17.7115	3.10635	-632.08
0.8	-0.48	7.98583e-018	7.99209e-018	7.96533e+014	3.99913e+019	-17.7109	3.36465	-632.424
0.81	-0.48	7.98468e-018	7.99145e-018	7.96697e+014	3.99906e+019	-17.7103	3.6364	-632.744
0.82	-0.48	7.98344e-018	7.99075e-018	7.96793e+014	3.99898e+019	-17.7096	3.92946	-633.087
0.83	-0.48	7.9821e-018	7.99e-018	7.97104e+014	3.9989e+019	-17.7088	4.25247	-633.466
0.84	-0.48	7.98053e-018	7.98911e-018	8.00392e+014	3.9988e+019	-17.7078	4.70595	-634.005
0.85	-0.48	7.97719e-018	7.98707e-018	8.42491e+014	3.99862e+019	-17.705	6.67744	-636.318
0.86	-0.48	7.96078e-018	7.97643e-018	1.16329e+015	3.9978e+019	-17.6883	20.3275	-651.435
0.87	-0.48	7.93915e-018	7.96234e-018	1.54094e+015	3.99671e+019	-17.6654	38.5437	-669.754
0.88	-0.48	7.93115e-018	7.9572e-018	1.60123e+015	3.99626e+019	-17.6567	44.3781	-673.775
0.89	-0.48	7.92537e-018	7.95352e-018	1.60678e+015	3.99592e+019	-17.6501	48.0828	-675.338
0.9	-0.48	7.91933e-018	7.94968e-018	1.60813e+015	3.99554e+019	-17.6429	51.8641	-676.779
0.91	-0.48	7.91278e-018	7.94548e-018	1.60931e+015	3.99513e+019	-17.6345	55.9357	-678.288
0.92	-0.48	7.90562e-018	7.94086e-018	1.61062e+015	3.99466e+019	-17.6247	60.3437	-679.881
0.93	-0.48	7.89778e-018	7.93577e-018	1.61212e+015	3.99413e+019	-17.6133	65.1257	-681.561
0.94	-0.48	7.88916e-018	7.93013e-018	1.61387e+015	3.99353e+019	-17.5998	70.325	-683.329
0.95	-0.48	7.87964e-018	7.92384e-018	1.6159e+015	3.99284e+019	-17.5837	75.9925	-685.185
0.96	-0.48	7.86906e-018	7.91679e-018	1.61831e+015	3.99203e+019	-17.5643	82.189	-687.128
0.97	-0.48	7.85723e-018	7.90883e-018	1.62118e+015	3.99108e+019	-17.5409	88.9871	-689.159
0.98	-0.48	7.84392e-018	7.89976e-018	1.62466e+015	3.98996e+019	-17.5122	96.4746	-691.277
0.99	-0.48	7.82881e-018	7.88933e-018	1.62891e+015	3.9886e+019	-17.4768	104.757	-693.483
1	-0.48	7.81149e-018	7.87722e-018	1.63422e+015	3.98695e+019	-17.4328	113.963	-695.782
1.01	-0.48	7.79144e-018	7.86298e-018	1.64118e+015	3.98491e+019	-17.3772	124.237	-698.191
1.02	-0.48	7.76788e-018	7.84597e-018	1.65267e+015	3.98233e+019	-17.3062	135.671	-700.773
1.03	-0.48	7.73923e-018	7.82477e-018	1.69175e+015	3.97896e+019	-17.2114	147.5	-703.905
1.04	-0.48	7.69759e-018	7.79192e-018	1.9526e+015	3.97377e+019	-17.0521	150.676	-710.508
1.05	-0.48	7.60465e-018	7.71061e-018	3.27726e+015	3.96111e+019	-16.6213	100.249	-733.874
1.06	-0.48	7.4669e-018	7.58762e-018	4.89672e+015	3.93827e+019	-15.9191	25.9023	-766.22
1.07	-0.48	7.34094e-018	7.47779e-018	5.45813e+015	3.91138e+019	-15.2381	5.16827	-788.878
1.08	-0.48	7.19189e-018	7.34759e-018	5.82456e+015	3.87338e+019	-14.3821	-0.251404	-817.458
1.09	-0.48	6.99397e-018	7.17242e-018	6.32811e+015	3.81485e+019	-13.1792	-4.88036	-862.126
1.1	-0.48	6.72665e-018	6.93267e-018	7.1025e+015	3.72344e+019	-11.4726	-10.9888	-930.379
1.11	-0.48	6.36886e-018	6.60825e-018	8.28834e+015	3.58264e+019	-9.09958	-18.8993	-1026.23
1.12	-0.48	5.90521e-018	6.18478e-018	1.00364e+016	3.37444e+019	-5.95366	-28.1553	-1142.22
1.13	-0.48	5.33917e-018	5.66655e-018	1.2442e+016	3.08764e+019	-2.1028	-37.425	-1248.68
1.14	-0.48	4.70465e-018	5.08792e-018	1.54488e+016	2.72954e+019	2.11243	-44.7259	-1291.36
1.15	-0.48	4.06102e-018	4.50802e-018	1.88098e+016	2.33047e+019	6.14033	-48.3242	-1209.84
1.16	-0.48	3.46807e-018	3.98564e-018	2.21785e+016	1.93255e+019	9.46032	-47.7091	-969.193
1.17	-0.48	2.9615e-018	3.55487e-018	2.52636e+016	1.57085e+019	11.8069	-43.7118	-577.238
1.18	-0.48	2.54835e-018	3.22076e-018	2.79149e+016	1.26308e+019	13.1987	-37.7948	-74.9951
1.19	-0.48	2.21796e-018	2.97053e-018	3.01073e+016	1.01175e+019	13.8217	-31.299	484.732
1.2	-0.48	1.95421e-018	2.78597e-018	3.18833e+016	8.11117e+018	13.9064	-25.115	1053.62
1.21	-0.48	0	0	0	0	0	0	0
1.22	-0.48	0	0	0	0	0	0	0
1.23	-0.48	0	0	0	0	0	0	0
1.24	-0.48	0	0	0	0	0	0	0
1.25	-0.48	0	0	0	0	0	0	0
1.26	-0.48	0	0	0	0	0	0	0
1.27	-0.48	0	0	0	0	0	0	0
1.28	-0.48	0	0	0	0	0	0	0
1.29	-0.48	0	0	0	0	0	0	0
1.3	-0.48	0	0	0	0	0	0	0
1.31	-0.48	0	0	0	0	0	0	0
1.32	-0.48	0	0	0	0	0	0	0
1.33	-0.48	0	0	0	0	0	0	0
1.34	-0.48	0	0	0	0	0	0	0
1.35	-0.48	0	0	0	0	0	0	0
1.36	-0.48	0	0	0	0	0	0	0
1.37	-0.48	0	0	0	0	0	0	0
1.38	-0.48	0	0	0	0	0	0	0
1.39	-0.48	0	0	0	0	0	0	0
1.4	-0.48	0	0	0	0	0	0	0
0.2	-0.47	0	0	0	0	0	0	0
0.21	-0.47	0	0	0	0	0	0	0
0.22	-0.47	0	0	0	0	0	0	0
0.23	-0.47	0	0	0	0	0	0	0
0.24	-0.47	0	0	0	0	0	0	0
0.25	-0.47	0	0	0	0	0	0	0
0.26	-0.47	0	0	0	0	0	0	0
0.27	-0.47	0	0	0	0	0	0	0
0.28	-0.47	0	0	0	0	0	0	0
0.29	-0.47	0	0	0	0	0	0	0
0.3	-0.47	0	0	0	0	0	0	0
0.31	-0.47	0	0	0	0	0	0	0
0.32	-0.47	0	0	0	0	0	0	0
0.33	-0.47	8.30347e-019	1.2633e-018	4.06838e+016	2.08736e+018	8.04575	-64.5305	-6506.6
0.34	-0.47	9.5441e-019	1.3214e-018	3.89773e+016	2.95225e+018	9.03105	-96.9895	-6327.81
0.35	-0.47	1.12021e-018	1.41355e-018	3.65371e+016	4.21941e+018	10.4513	-139.894	-6042.41
0.36	-0.47	1.32466e-018	1.54585e-018	3.34663e+016	5.88867e+018	12.2448	-189.413	-5631.51
0.37	-0.47	1.56305e-018	1.72199e-018	3.00087e+016	7.90902e+018	14.1754	-240.178	-5092.46
0.38	-0.47	1.83918e-018	1.95046e-018	2.63473e+016	1.02685e+019	15.8841	-289.202	-4432.59
0.39	-0.47	2.1675e-018	2.24921e-018	2.25183e+016	1.30316e+019	16.9407	-337.043	-3670.07
0.4	-0.47	2.56442e-018	2.63996e-018	1.85123e+016	1.627e+019	16.882	-385.99	-2849.24
0.41	-0.47	3.03264e-018	3.13099e-018	1.44471e+016	1.99274e+019	15.3494	-437.434	-2052.43
0.42	-0.47	3.54974e-018	3.69896e-018	1.06409e+016	2.37311e+019	12.34	-490.181	-1379.07
0.43	-0.47	4.0781e-018	4.29378e-018	7.46236e+015	2.72947e+019	8.30982	-541.04	-892.081
0.44	-0.47	4.59186e-018	4.87004e-018	5.08503e+015	3.03515e+019	3.90265	-586.545	-586.697
0.45	-0.47	5.08995e-018	5.40998e-018	3.43275e+015	3.28534e+019	-0.41587	-622.337	-416.839
0.46	-0.47	5.58227e-018	5.91497e-018	2.3201e+015	3.48714e+019	-4.42858	-640.511	-336.259
0.47	-0.47	6.06619e-018	6.38247e-018	1.58246e+015	3.64705e+019	-8.00557	-630.749	-313.082
0.48	-0.47	6.51556e-018	6.79417e-018	1.10847e+015	3.76776e+019	-10.992	-588.443	-324.953
0.49	-0.47	6.89552e-018	7.12752e-018	8.19634e+014	3.85227e+019	-13.2687	-521.45	-354.233
0.5	-0.47	7.18788e-018	7.37512e-018	6.53078e+014	3.90715e+019	-14.8535	-445.307	-388.398
0.51	-0.47	7.39836e-018	7.54812e-018	5.604e+014	3.94101e+019	-15.8847	-373.041	-420.793
0.52	-0.47	7.54529e-018	7.6657e-018	5.09299e+014	3.96147e+019	-16.5314	-310.815	-449.112
0.53	-0.47	7.64774e-018	7.74569e-018	4.80768e+014	3.9739e+019	-16.9322	-259.6	-473.204
0.54	-0.47	7.72048e-018	7.8012e-018	4.64422e+014	3.9816e+019	-17.1819	-218.03	-493.636
0.55	-0.47	7.77362e-018	7.84091e-018	4.54741e+014	3.98653e+019	-17.3398	-184.189	-511.065
0.56	-0.47	7.81371e-018	7.87028e-018	4.4878e+014	3.9898e+019	-17.4417	-156.356	-526.045
0.57	-0.47	7.84489e-018	7.89275e-018	4.44893e+014	3.99205e+019	-17.5092	-133.185	-539.013
0.58	-0.47	7.86986e-018	7.91051e-018	4.41957e+014	3.99367e+019	-17.5553	-113.683	-550.319
0.59	-0.47	7.89043e-018	7.92501e-018	4.38559e+014	3.99487e+019	-17.588	-97.1256	-560.315
0.6	-0.47	7.90815e-018	7.93753e-018	4.31137e+014	3.9958e+019	-17.6128	-82.9642	-569.53
0.61	-0.47	7.92479e-018	7.94953e-018	4.09877e+014	3.99657e+019	-17.6345	-70.716	-578.956
0.62	-0.47	7.94175e-018	7.96218e-018	3.60883e+014	3.99724e+019	-17.6562	-59.8935	-589.492
0.63	-0.47	7.95666e-018	7.97327e-018	3.00269e+014	3.9978e+019	-17.6746	-50.3109	-599.062
0.64	-0.47	7.96644e-018	7.9801e-018	2.64824e+014	3.99821e+019	-17.6848	-42.1779	-604.967
0.65	-0.47	7.97267e-018	7.98405e-018	2.5228e+014	3.99851e+019	-17.6899	-35.4105	-608.319
0.66	-0.47	7.97725e-018	7.98679e-018	2.48637e+014	3.99876e+019	-17.6929	-29.7452	-610.601
0.67	-0.47	7.98095e-018	7.98896e-018	2.47611e+014	3.99896e+019	-17.6952	-24.9775	-612.39
0.68	-0.47	7.98403e-018	7.99074e-018	2.473e+014	3.99913e+019	-17.697	-20.9603	-613.866
0.69	-0.47	7.98661e-018	7.99224e-018	2.47185e+014	3.99927e+019	-17.6985	-17.5772	-615.103
0.7	-0.47	7.98878e-018	7.9935e-018	2.47126e+014	3.99939e+019	-17.6998	-14.731	-616.142
0.71	-0.47	7.99061e-018	7.99456e-018	2.47087e+014	3.99949e+019	-17.7008	-12.339	-617.015
0.72	-0.47	7.99214e-018	7.99544e-018	2.47057e+014	3.99957e+019	-17.7017	-10.3306	-617.748
0.73	-0.47	7.99342e-018	7.99619e-018	2.47031e+014	3.99964e+019	-17.7024	-8.64579	-618.363
0.74	-0.47	7.9945e-018	7.99681e-018	2.47004e+014	3.9997e+019	-17.703	-7.23315	-618.877
0.75	-0.47	7.9954e-018	7.99733e-018	2.46944e+014	3.99975e+019	-17.7036	-6.04856	-619.305
0.76	-0.47	7.99616e-018	7.99777e-018	2.4668e+014	3.99979e+019	-17.704	-5.05117	-619.639
0.77	-0.47	7.99681e-018	7.99815e-018	2.45577e+014	3.99983e+019	-17.7045	-4.18549	-619.788
0.78	-0.47	7.99221e-018	7.99564e-018	6.02566e+014	3.99953e+019	-17.7104	0.510152	-627.125
0.79	-0.47	7.98856e-018	7.99361e-018	7.95877e+014	3.9993e+019	-17.7125	2.71721	-631.653
0.8	-0.47	7.98762e-018	7.99309e-018	7.96497e+014	3.99924e+019	-17.7119	2.94043	-631.929
0.81	-0.47	7.98661e-018	7.99253e-018	7.96597e+014	3.99918e+019	-17.7114	3.17859	-632.209
0.82	-0.47	7.98552e-018	7.99192e-018	7.96813e+014	3.99911e+019	-17.7107	3.43939	-632.515
0.83	-0.47	7.98428e-018	7.99122e-018	7.98951e+014	3.99903e+019	-17.71	3.77992	-632.928
0.84	-0.47	7.98197e-018	7.98983e-018	8.26705e+014	3.99891e+019	-17.7082	4.99864	-634.489
0.85	-0.47	7.97034e-018	7.98236e-018	1.07806e+015	3.99833e+019	-17.6969	14.3459	-646.055
0.86	-0.47	7.94919e-018	7.96866e-018	1.50838e+015	3.99727e+019	-17.6755	31.9717	-666.129
0.87	-0.47	7.94101e-018	7.96342e-018	1.59697e+015	3.99684e+019	-17.6672	38.1059	-671.216
0.88	-0.47	7.93595e-018	7.96023e-018	1.60488e+015	3.99655e+019	-17.6619	41.4001	-672.735
0.89	-0.47	7.93081e-018	7.95698e-018	1.60621e+015	3.99625e+019	-17.6563	44.6571	-674.026
0.9	-0.47	7.92527e-018	7.95346e-018	1.60715e+015	3.99591e+019	-17.65	48.1485	-675.372
0.91	-0.47	7.91924e-018	7.94962e-018	1.60818e+015	3.99554e+019	-17.6427	51.9176	-676.797
0.92	-0.47	7.91268e-018	7.94541e-018	1.60933e+015	3.99512e+019	-17.6343	55.9934	-678.306
0.93	-0.47	7.90551e-018	7.94079e-018	1.61065e+015	3.99465e+019	-17.6245	60.4075	-679.9
0.94	-0.47	7.89766e-018	7.93569e-018	1.61216e+015	3.99412e+019	-17.613	65.1969	-681.582
0.95	-0.47	7.88902e-018	7.93003e-018	1.61391e+015	3.99352e+019	-17.5994	70.4049	-683.35
0.96	-0.47	7.87947e-018	7.92373e-018	1.61595e+015	3.99282e+019	-17.5832	76.0826	-685.207
0.97	-0.47	7.86886e-018	7.91666e-018	1.61837e+015	3.99201e+019	-17.5638	82.2913	-687.152
0.98	-0.47	7.857e-018	7.90867e-018	1.62127e+015	3.99106e+019	-17.5402	89.1041	-689.184
0.99	-0.47	7.84364e-018	7.89956e-018	1.62482e+015	3.98993e+019	-17.5113	96.6079	-691.305
1	-0.47	7.82846e-018	7.88907e-018	1.62965e+015	3.98856e+019	-17.4757	104.896	-693.521
1.01	-0.47	7.81096e-018	7.8768e-018	1.64014e+015	3.9869e+019	-17.4308	113.955	-695.896
1.02	-0.47	7.78969e-018	7.86141e-018	1.69479e+015	3.98476e+019	-17.37	122.518	-698.984
1.03	-0.47	7.75534e-018	7.83417e-018	2.09715e+015	3.98127e+019	-17.2502	118.415	-707.129
1.04	-0.47	7.67657e-018	7.76547e-018	3.65244e+015	3.9728e+019	-16.9168	63.8267	-732.193
1.05	-0.47	7.58646e-018	7.68691e-018	4.85079e+015	3.9607e+019	-16.5034	16.3709	-753.693
1.06	-0.47	7.5076e-018	7.62005e-018	5.16599e+015	3.94702e+019	-16.1199	6.33203	-764.743
1.07	-0.47	7.41406e-018	7.54042e-018	5.35508e+015	3.92798e+019	-15.6348	3.80259	-777.722
1.08	-0.47	7.2921e-018	7.43509e-018	5.60493e+015	3.89943e+019	-14.9611	1.46065	-798.127
1.09	-0.47	7.12908e-018	7.29216e-018	5.98283e+015	3.85541e+019	-14.005	-1.93248	-831.158
1.1	-0.47	6.90863e-018	7.09609e-018	6.56832e+015	3.78658e+019	-12.6399	-6.85285	-883.418
1.11	-0.47	6.61048e-018	6.82756e-018	7.47661e+015	3.67907e+019	-10.7077	-13.5913	-961.358
1.12	-0.47	6.21423e-018	6.4672e-018	8.85609e+015	3.51506e+019	-8.05429	-22.0757	-1065.84
1.13	-0.47	5.70932e-018	6.00546e-018	1.08496e+016	3.2775e+019	-4.61996	-31.5277	-1182.1
1.14	-0.47	5.10952e-018	5.45689e-018	1.35083e+016	2.96061e+019	-0.567783	-40.3051	-1270.27
1.15	-0.47	4.4605e-018	4.86735e-018	1.67021e+016	2.58063e+019	3.66035	-46.373	-1270
1.16	-0.47	3.82623e-018	4.30024e-018	2.01254e+016	2.17491e+019	7.48452	-48.3603	-1126.7
1.17	-0.47	3.26036e-018	3.80787e-018	2.34302e+016	1.7856e+019	10.4574	-46.3044	-821.44
1.18	-0.47	2.78761e-018	3.41304e-018	2.63715e+016	1.44202e+019	12.4276	-41.3891	-377.731
1.19	-0.47	2.40662e-018	3.1123e-018	2.88517e+016	1.15548e+019	13.4965	-35.1107	155.595
1.2	-0.47	2.10321e-018	2.88928e-018	3.08791e+016	9.24356e+018	13.8826	-28.6603	725.541
1.21	-0.47	0	0	0	0	0	0	0
1.22	-0.47	0	0	0	0	0	0	0
1.23	-0.47	0	0	0	0	0	0	0
1.24	-0.47	0	0	0	0	0	0	0
1.25	-0.47	0	0	0	0	0	0	0
1.26	-0.47	0	0	0	0	0	0	0
1.27	-0.47	0	0	0	0	0	0	0
1.28	-0.47	0	0	0	0	0	0	0
1.29	-0.47	0	0	0	0	0	0	0
1.3	-0.47	0	0	0	0	0	0	0
1.31	-0.47	0	0	0	0	0	0	0
1.32	-0.47	0	0	0	0	0	0	0
1.33	-0.47	0	0	0	0	0	0	0
1.34	-0.47	0	0	0	0	0	0	0
1.35	-0.47	0	0	0	0	0	0	0
1.36	-0.47	0	0	0	0	0	0	0
1.37	-0.47	0	0	0	0	0	0	0
1.38	-0.47	0	0	0	0	0	0	0
1.39	-0.47	0	0	0	0	0	0	0
1.4	-0.47	0	0	0	0	0	0	0
0.2	-0.46	0	0	0	0	0	0	0
0.21	-0.46	0	0	0	0	0	0	0
0.22	-0.46	0	0	0	0	0	0	0
0.23	-0.46	0	0	0	0	0	0	0
0.24	-0.46	0	0	0	0	0	0	0
0.25	-0.46	0	0	0	0	0	0	0
0.26	-0.46	0	0	0	0	0	0	0
0.27	-0.46	0	0	0	0	0	0	0
0.28	-0.46	0	0	0	0	0	0	0
0.29	-0.46	0	0	0	0	0	0	0
0.3	-0.46	0	0	0	0	0	0	0
0.31	-0.46	0	0	0	0	0	0	0
0.32	-0.46	0	0	0	0	0	0	0
0.33	-0.46	8.45524e-019	1.27005e-018	4.04811e+016	2.18988e+018	8.16289	-68.4677	-6485.84
0.34	-0.46	9.7629e-019	1.33307e-018	3.86607e+016	3.11574e+018	9.21455	-102.668	-6291.63
0.35	-0.46	1.14976e-018	1.4321e-018	3.60957e+016	4.45733e+018	10.7082	-147.147	-5984.67
0.36	-0.46	1.36245e-018	1.5732e-018	3.29158e+016	6.20697e+018	12.5534	-197.627	-5547.32
0.37	-0.46	1.61089e-018	1.76102e-018	2.93677e+016	8.31739e+018	14.4814	-248.858	-4978.34
0.38	-0.46	1.90121e-018	2.00631e-018	2.56135e+016	1.0792e+019	16.1033	-298.41	-4286.89
0.39	-0.46	2.24945e-018	2.32913e-018	2.1676e+016	1.3704e+019	16.9597	-347.291	-3496.43
0.4	-0.46	2.67034e-018	2.75011e-018	1.75695e+016	1.71055e+019	16.5777	-397.754	-2661.75
0.41	-0.46	3.16058e-018	3.27067e-018	1.34711e+016	2.08837e+019	14.6514	-450.613	-1875.91
0.42	-0.46	3.69096e-018	3.85776e-018	9.74606e+015	2.4708e+019	11.2991	-503.955	-1237.89
0.43	-0.46	4.22323e-018	4.45754e-018	6.7401e+015	2.81913e+019	7.07729	-554.286	-795.684
0.44	-0.46	4.73765e-018	5.03016e-018	4.55455e+015	3.11211e+019	2.62526	-597.964	-528.968
0.45	-0.46	5.23845e-018	5.56485e-018	3.06082e+015	3.34977e+019	-1.65545	-629.678	-386.818
0.46	-0.46	5.73408e-018	6.06395e-018	2.06434e+015	3.54024e+019	-5.5832	-640.212	-325.208
0.47	-0.46	6.21441e-018	6.52001e-018	1.41155e+015	3.68898e+019	-9.01852	-619.944	-314.625
0.48	-0.46	6.6474e-018	6.911e-018	1.00027e+015	3.79844e+019	-11.8029	-568.083	-333.618
0.49	-0.46	7.00111e-018	7.21768e-018	7.55347e+014	3.8729e+019	-13.8557	-496.21	-365.561
0.5	-0.46	7.26584e-018	7.43965e-018	6.16647e+014	3.92016e+019	-15.2455	-420.149	-399.654
0.51	-0.46	7.45345e-018	7.59249e-018	5.4015e+014	3.94896e+019	-16.134	-350.802	-430.84
0.52	-0.46	7.58382e-018	7.69596e-018	4.97982e+014	3.96631e+019	-16.6869	-292.285	-457.731
0.53	-0.46	7.67502e-018	7.76663e-018	4.74307e+014	3.97688e+019	-17.0292	-244.496	-480.532
0.54	-0.46	7.74029e-018	7.81608e-018	4.60621e+014	3.9835e+019	-17.2431	-205.733	-499.888
0.55	-0.46	7.78846e-018	7.85183e-018	4.52436e+014	3.98778e+019	-17.3791	-174.092	-516.433
0.56	-0.46	7.82516e-018	7.87856e-018	4.4736e+014	3.99065e+019	-17.4676	-147.968	-530.679
0.57	-0.46	7.85396e-018	7.89921e-018	4.4409e+014	3.99266e+019	-17.5267	-126.137	-543.016
0.58	-0.46	7.87712e-018	7.9156e-018	4.4189e+014	3.99411e+019	-17.5672	-107.706	-553.735
0.59	-0.46	7.89614e-018	7.92891e-018	4.40296e+014	3.9952e+019	-17.5959	-92.0235	-563.067
0.6	-0.46	7.91201e-018	7.93994e-018	4.38884e+014	3.99604e+019	-17.6169	-78.6073	-571.211
0.61	-0.46	7.92547e-018	7.94925e-018	4.3683e+014	3.99671e+019	-17.6329	-67.0797	-578.377
0.62	-0.46	7.93725e-018	7.95743e-018	4.31582e+014	3.99726e+019	-17.6458	-57.1047	-584.89
0.63	-0.46	7.94835e-018	7.96528e-018	4.1533e+014	3.99773e+019	-17.6578	-48.2984	-591.387
0.64	-0.46	7.9599e-018	7.97372e-018	3.73568e+014	3.99817e+019	-17.671	-40.2192	-598.687
